0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-250,-2,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-9,-130,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-29,-46,1
0,0,0
0,0,0
0,0,0
0,0,0
-33,-137,2
0,0,0
0,0,0
0,0,0
0,0,0
-43,-144,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-58,-155,2
0,0,0
0,0,0
0,0,0
-62,-169,2
0,0,0
0,0,0
0,0,0
0,0,0
-66,-153,3.5
0,0,0
0,0,0
0,0,0
0,0,0
-70,-192,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-75,-182,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-84,-179,1
0,0,0
0,0,0
0,0,0
0,0,0
-89,-200,1
-90,-201,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-98,-203,1
0,0,0
0,0,0
-101,-205,1
0,0,0
0,0,0
0,0,0
-104,-211,1
0,0,0
0,0,0
0,0,0
0,0,0
-107,-218,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-120,-235,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-126,-240,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-140,-252,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-148,-217,2
0,0,0
0,0,0
