0,65,16
0,65,16
0,65,16
0,65,16
-2261,65,16
-2262,65,16
-2263,65,16
-2264,65,16
-2265,65,16
-2266,65,16
-2001,65,16
-2269,65,16
-2004,65,16
-2005,65,16
-2270,65,16
-2006,65,16
-2007,65,16
-2003,65,16
-2010,65,16
-2011,65,16
-2012,65,16
-2013,65,16
-2014,65,16
-2271,65,16
-2015,65,16
-2016,65,16
-2272,65,16
-2008,65,16
-2273,65,16
-2019,65,16
-2020,65,16
-2021,65,16
-2022,66,16
-2023,66,16
-2275,66,16
-2024,66,16
-2025,66,16
-2026,66,16
-2276,66,16
-2027,66,16
-2009,66,16
-2030,67,16
-2031,67,16
-2032,67,16
-2033,67,16
-2034,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,68,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
-2053,67,16
-2054,67,16
-2055,67,16
-2056,67,16
-2283,67,16
-2057,67,16
-2058,67,16
-2059,67,16
-2060,65,16
-2061,67,16
-2062,67,16
-2063,67,16
-2064,67,16
-2065,67,16
-2066,67,16
-2067,67,16
-2068,67,16
-2069,67,16
-2070,67,16
-2071,67,16
-2072,67,16
-2073,67,16
-2074,67,16
-2075,67,16
-2284,67,16
-2076,67,16
-2077,67,16
-2078,67,16
-2285,67,16
-2079,67,16
-2080,67,16
-2286,67,16
-2081,67,16
-2082,67,16
-2083,67,16
-2084,67,16
-2085,67,16
-2086,67,16
-2087,67,16
-2088,67,16
-2089,67,16
-2090,67,16
-2091,67,16
-2092,67,16
-2093,67,16
-2094,67,16
-2287,67,16
-2095,67,16
-2096,67,16
-2097,67,16
-2098,67,16
-2288,67,16
-2099,67,16
-2100,67,16
-2101,67,16
-2102,67,16
-2103,67,16
-2104,67,16
-2105,67,16
-2106,67,16
-2107,67,16
-2108,67,16
-2109,67,16
-2110,67,16
-2111,67,16
-2112,67,16
-2113,67,16
-2289,67,16
-2114,67,16
-2115,67,16
-2116,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
0,67,16
