0,63,0
0,63,0
0,63,0
0,63,0
0,63,0
-2006,63,19
-2007,63,19
-2008,63,19
-2009,66,19
-2010,66,19
-2011,66,19
-2012,66,19
-2013,66,19
-2014,66,19
-2015,66,19
-2016,66,19
-2017,66,19
-2018,66,19
-2019,66,10
-2020,66,5
-2021,66,5
-2022,66,5
-2023,66,5
-2024,67,19
-2025,67,19
-2026,67,19
-2027,67,19
-2028,67,19
-2029,67,5
-2030,67,5
-2031,66,19
-2032,66,19
-2033,66,19
-2034,66,19
-2035,66,19
-2036,66,19
-2037,66,19
-2038,66,5
-2039,66,8
-2040,66,8
-2041,66,12
-2042,66,12
-2043,66,12
-2292,66,12
-2044,66,12
-2045,68,19
-2046,68,19
-2290,68,19
-2047,67,5
-2049,67,5
-2050,67,5
-2291,67,5
-2051,67,5
-2052,67,7
-2053,67,12
-2293,67,14
-2054,67,14
-2055,66,16
-2056,66,16
-2057,66,16
-2058,66,16
-2059,66,16
-2294,66,16
-2060,67,13
-2061,67,13
-2295,67,13
-2062,68,13
-2063,68,13
-2064,68,13
-2065,68,16
-2066,67,10
0,67,0
0,67,0
0,67,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,68,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,69,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
-2104,70,10
-2105,70,10
-2106,70,10
-2107,70,10
-2303,70,10
-2307,70,10
-2108,70,10
-2305,70,10
-2110,70,10
-2097,70,10
-2113,70,10
-2114,70,10
-2115,70,10
-2116,70,10
-2306,70,10
-2117,70,10
-2118,70,10
-2119,70,10
-2120,70,10
-2121,70,10
-2122,70,10
-2123,70,10
-2308,70,10
-2124,70,10
-2279,70,10
-2280,70,10
-2281,70,10
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
0,70,0
